Sold to Party Number,Sold to Country/State,Bill to Party Acct,Bill to party Country/State,Ship to Party Number,Ship to Country/State,End Customer Number,Mock MPN,Mock Plant,Mock Manufacturer,Plant Materal - Supplier Lead Time (Key),ATP Date,Cust Required date,Order Qty,Remaining qty,Ext Resale,Unit Price
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44722,12000,12000,43056,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44027,12000,12000,43056,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44033,16000,16000,49920,3.12
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44033,6000,6000,18720,3.12
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45286,44412,74000,36000,129168,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44412,74000,38000,136344,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44420,1000,1000,3588,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44426,30000,30000,107640,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44440,115000,115000,412620,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44806,22000,22000,78936,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44082,1000,1000,3120,3.12
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44447,15000,15000,53820,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44454,27000,27000,96876,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44820,5000,5000,17940,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44827,21000,21000,75348,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44468,107000,107000,383916,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44841,27000,27000,96876,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44848,28000,28000,100464,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44855,24000,24000,86112,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44496,79000,79000,283452,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44862,2000,2000,7176,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44503,108000,108000,387504,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44869,21000,21000,75348,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44876,4000,4000,14352,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44517,31000,31000,111228,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44524,7000,7000,25116,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44532,62000,62000,193440,3.12
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44538,18000,18000,64584,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44904,5000,5000,17940,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44911,6000,6000,21528,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44918,8000,8000,28704,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44925,23000,23000,82524,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44027,8000,8000,28704,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44027,2000,2000,7176,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44813,55000,1000,3588,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45324,44089,21000,2000,7176,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44966,44337,21000,11000,39468,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44981,44337,21000,10000,35880,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44966,44323,7000,7000,25116,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,44974,44750,7000,7000,1155.7,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,44974,44785,6000,6000,990.6,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,44974,44890,6000,6000,990.6,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,44974,44911,30000,3000,495.3,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45006,44911,30000,12000,1981.2,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45013,44911,30000,15000,2476.5,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44981,44344,5000,5000,17940,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44981,44358,12000,12000,43056,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44981,44372,5000,5000,17940,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44981,44379,14000,14000,50232,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44981,44386,3000,3000,10764,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44981,44393,29000,29000,104052,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44981,44407,8000,6000,21528,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44984,44407,8000,2000,7176,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44984,44351,17000,2000,7176,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44987,44351,17000,15000,53820,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44984,44365,11000,11000,39468,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44987,44400,15000,2000,7176,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44994,44400,15000,13000,46644,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44994,44415,13000,13000,46644,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44994,44442,17000,7000,25116,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45000,44442,17000,3000,10764,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45005,44442,17000,1000,3588,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45001,44442,17000,6000,21528,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,44994,44449,12000,12000,43056,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1327,Plant 1,MFR60,224,45001,44981,3000,3000,990,0.33
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1327,Plant 1,MFR60,224,45001,44799,3000,3000,990,0.33
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45005,44195,80000,8000,28704,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45013,44195,80000,5000,17940,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45044,44195,80000,21000,75348,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45023,44195,80000,1000,3588,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45054,44195,80000,16000,57408,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45019,44195,80000,10000,35880,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45033,44195,80000,19000,68172,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1327,Plant 1,MFR60,224,45009,45009,3000,3000,990,0.33
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45013,44911,2000,2000,330.2,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45013,44918,9000,1000,165.1,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45055,44918,9000,8000,1320.8,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45054,44202,32000,6000,21528,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45058,44202,32000,20000,71760,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45072,44202,32000,2000,7176,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45065,44202,32000,4000,14352,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45054,44435,8000,8000,28704,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45055,44932,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45055,44932,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45055,44939,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45055,44960,3000,3000,495.3,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45055,44960,3000,2000,330.2,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45079,44960,3000,1000,165.1,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45055,44918,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45072,44209,53000,10000,35880,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45082,44209,53000,17000,60996,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45097,44209,53000,11000,39468,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45086,44209,53000,15000,53820,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45079,44967,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45079,44967,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45079,44967,6000,6000,990.6,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45079,44967,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45079,44974,6000,6000,990.6,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45079,44981,6000,6000,990.6,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45079,44981,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45097,44216,30000,2000,7176,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45103,44216,30000,10000,35880,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45118,44216,30000,7000,25116,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45107,44216,30000,11000,39468,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45121,44223,29000,29000,104052,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45127,44988,6000,6000,990.6,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45127,44988,6000,6000,990.6,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45149,44245,58000,2000,7176,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45156,44245,58000,3000,10764,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45170,44245,58000,33000,118404,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45163,44245,58000,8000,28704,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45180,44245,58000,12000,43056,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45177,44995,12000,12000,1981.2,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45177,45002,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45177,45009,9000,9000,1485.9,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45184,44300,5000,5000,17940,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45184,44540,14000,7000,25116,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45194,44540,14000,7000,25116,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45184,44547,1000,1000,3588,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45194,44308,44000,1000,3588,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45198,44308,44000,14000,50232,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45205,44314,50000,22000,78936,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45212,44314,50000,17000,60996,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45226,44314,50000,11000,39468,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45226,44575,7000,7000,25116,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45226,44321,65000,65000,233220,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45226,44349,62000,62000,222456,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45226,44363,1000,1000,3588,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1328,Plant 1,MFR60,224,45249,45249,41000,41000,6769.1,0.1651
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 7483,MPN1329,Plant 4,MFR9,777,45286,44687,3000,3000,10764,3.588
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45338,45338,20000,20000,8560,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45345,45345,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45352,45352,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45044,44720,25000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45044,44727,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45051,44741,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45058,44747,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45065,44747,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45065,44748,10000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45072,44748,10000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45072,44754,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45072,44754,35000,30000,12840,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45103,44754,35000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45103,44790,10000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45135,44790,10000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45103,44790,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45103,44790,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45135,44790,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45135,44790,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45135,44797,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45135,44797,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45141,45086,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45141,45093,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45141,45100,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45141,45107,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45141,45114,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45141,45121,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45141,45128,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45141,45135,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45142,45142,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45149,45149,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45156,45156,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45163,45163,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45170,45170,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45170,45170,5000,5000,2140,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45177,45177,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45177,45177,10000,10000,4280,0.428
Customer 19909,Texas,Customer 5955,US/TX,Customer 78910,Internationl Country,Customer 13499,MPN1330,Plant 1,MFR9,777,45184,45184,5000,5000,2140,0.428
